customer_id,customer_name,email,phone,registration_date,total_orders,total_spent,preferred_category,loyalty_tier,marketing_consent,street,city,state,zip_code,country
c47104c0-3613-4e15-b200-c2614d29d1ab,David Murphy,jimenezryan@example.org,(783)888-5160x6071,2023-10-12T16:46:42.651311,69,2424.61,Beauty,Platinum,True,6149 Rose Inlet,"East Randallton,",AL,27295,USA
beed10b6-4f6e-474b-9eda-b0276550f74a,Gary Jackson,schmidtjames@example.com,(923)912-4329x212,2024-03-28T16:46:42.652462,100,9986.49,Clothing,Bronze,True,1605 Laurie River Suite 516,"East Ryanfurt,",NC,10809,USA
d4ea120a-5e65-4654-8e90-58b609a0a0f6,Matthew Madden,gilbertwilliam@example.com,001-480-279-3597,2024-03-11T16:46:42.652462,84,7719.58,Home & Kitchen,Platinum,True,995 Hernandez Cliff Suite 744,"West Williamport,",NH,59734,USA
adcc3daf-569f-4ab3-8643-530068a51c68,Rachel Holland,riveraangela@example.com,349-625-1925x4629,2023-07-27T16:46:42.653463,86,11537.46,Electronics,Bronze,False,182 John Mill Suite 889,"West Nathan,",LA,51280,USA
d5ca69ab-8a2e-4a93-8558-0bb281f7f3fb,Kelsey Stanley,carlamoore@example.org,001-592-570-6537x947,2025-01-27T16:46:42.653463,93,6925.48,Clothing,Silver,True,81685 Michael Falls Apt. 573,"East Eric,",LA,13757,USA
b61e5fdb-1a43-4206-af2d-dcc48df661da,Sarah Mitchell,joshuawhitehead@example.org,(713)575-0606x85361,2024-03-12T16:46:42.654462,68,6476.09,Clothing,Gold,False,59774 Shaw Manor Apt. 392,"Brettfort,",VI,49156,USA
01582463-9d87-46a0-b2d7-8bdd781799ff,Alicia Lewis,anaacosta@example.net,(214)534-1036x97117,2025-03-02T16:46:42.654462,31,5460.72,Home & Kitchen,Bronze,True,522 Justin Village,"Hortonberg,",WV,92977,USA
bf5023f4-40ef-4935-9f90-bed6fb25664d,Richard Cooper,ingramjill@example.com,(405)385-2772,2025-05-03T16:46:42.655463,83,16588.68,Electronics,Silver,True,0953 Lopez Skyway Apt. 851,"South Morganton,",SC,51210,USA
45f18619-54f9-4429-a7de-02ccdda4f4a7,Jacob Preston,ykline@example.com,(877)458-4161,2024-10-12T16:46:42.655463,52,5318.13,Home & Kitchen,Bronze,True,43030 Mahoney Passage Suite 874,"Port Deborahport,",MI,06766,USA
83599af6-5d01-455f-a7fd-64c4a334058a,Meghan Cisneros,melindagregory@example.com,4219355690,2024-04-14T16:46:42.656973,48,499.66,Books,Platinum,False,15447 Jackson Mills Suite 705,"Hillton,",CA,88474,USA
65e58f34-5df0-4e8c-878a-aed9233ffc82,Donald Horne,fitzgeraldvictor@example.com,+1-514-347-3947,2023-10-27T16:46:42.656973,54,7687.03,Sports,Platinum,True,USNV Wallace,FPO,AE,75726,USA
2c913a7c-a340-4f08-b341-91b8ed6522b4,Katie Martinez,laurayoung@example.com,3583957829,2025-03-20T16:46:42.657972,24,1592.99,Beauty,Bronze,False,2715 Mckinney Plaza,"Patriciaburgh,",VT,93504,USA
21084dd9-f75d-4e3c-848d-56502e9522d6,Thomas Brown,holmeskevin@example.org,335-484-1438x42498,2024-01-16T16:46:42.657972,7,136.69,Beauty,Silver,True,669 David Island Apt. 778,"Davidside,",SC,77543,USA
e3954cb1-7f7f-4c0a-87c0-d116a394ed54,Donna Frye,zsanchez@example.net,(447)710-2767x7359,2024-11-09T16:46:42.657972,65,1639.38,Electronics,Bronze,True,99590 Christopher Row,"Debrashire,",MT,81517,USA
dd39d793-6257-44a2-b204-be894a4b5563,Danielle Grimes,lisapeck@example.net,532-578-7747x01687,2023-10-13T16:46:42.659294,51,1671.7,Clothing,Bronze,True,562 Robertson Coves Suite 371,"Shannonberg,",CT,07133,USA
0d18ab95-668c-4477-8b95-017c5dae1201,Chloe Tran,hughesshannon@example.net,599-812-1655x852,2023-10-18T16:46:42.660296,53,7149.75,Beauty,Gold,False,47974 Melanie Meadows,"West Jessica,",WV,53356,USA
bd44089d-9dd2-49de-bd98-fe336498abe9,Linda Romero,terickson@example.com,9556169409,2024-07-01T16:46:42.660296,26,3568.45,Clothing,Gold,False,25787 Catherine Passage,"West Sarah,",MD,21800,USA
61542765-d756-4a9c-864c-96479ea7017c,Michael Johnson,leescott@example.com,(563)768-9702,2024-07-15T16:46:42.660296,16,2201.94,Home & Kitchen,Gold,True,Unit 9930 Box 9728,DPO,AP,95027,USA
b88e830f-de1e-494a-85a1-1f5cad05b912,Regina Baker,plee@example.com,+1-743-644-3757,2023-10-20T16:46:42.661762,1,97.07,Electronics,Bronze,True,Unit 7865 Box 2785,DPO,AP,46938,USA
1bf645f6-2324-4211-8588-fc1bb2384849,Laurie Sanchez,danawilliams@example.com,271-320-8267x73454,2024-05-26T16:46:42.661762,64,3864.84,Electronics,Silver,False,5240 Moses Common Suite 747,"East Maria,",KY,74165,USA
4c636e95-025f-4543-8997-623ae0723d96,Ashley Bird,shawn88@example.com,(687)443-1527,2023-11-09T16:46:42.662765,36,1438.99,Sports,Gold,True,026 Sarah Camp,"Frenchburgh,",WA,38442,USA
725d4259-3c4b-4eec-a231-ee7342c2d2eb,Tiffany Turner,greenmichael@example.org,6177426841,2024-07-16T16:46:42.662765,85,14046.23,Sports,Bronze,True,9329 Wilcox Passage Suite 161,"East Thomas,",IA,01396,USA
86879aa9-14f5-43d0-8991-2032df85c777,Michael Miller,brownamy@example.net,598.922.5871,2025-01-29T16:46:42.662765,33,1053.74,Sports,Silver,False,72795 Miles Mountains,"Port John,",WV,78595,USA
8a89b0f0-1052-41d3-b34c-6c7358330b30,Taylor Jones DVM,mitchellhector@example.org,001-865-467-6618x25128,2024-06-01T16:46:42.664154,36,4497.04,Clothing,Gold,False,72867 Angelica Spring Suite 064,"Lake Jefferyland,",AZ,56035,USA
cf39f648-083f-44c3-9ce3-62f8c3f725fe,Lisa Mayer,allencarlos@example.net,5792030673,2025-03-27T16:46:42.664154,32,5824.45,Electronics,Platinum,False,04786 Morrow Gateway,"Reedview,",ID,95531,USA
0c00988a-7ee1-411a-8e4c-3ab56d5d0477,Teresa Powers,heather62@example.com,(428)873-3427x0866,2025-01-05T16:46:42.665165,5,53.37,Sports,Gold,True,95995 Kevin Divide Apt. 644,"New Stacyburgh,",SC,89466,USA
3579c143-7ab9-4428-b78e-65108f10d33e,Felicia Krueger,lewisjames@example.net,673-893-6385,2024-03-07T16:46:42.665165,94,8831.18,Beauty,Bronze,True,1751 Brett Lane,"Port Charlesshire,",VA,88509,USA
42c21797-0426-4cc9-a55b-30e2bdc2b74b,Lauren Cortez,elijah53@example.com,001-437-785-4777,2024-12-17T16:46:42.666175,9,1706.04,Beauty,Bronze,False,4587 Garcia Stravenue Suite 535,"Robertshire,",VI,29503,USA
9dd43675-ef14-4064-aab0-7015a3422e50,Mary Smith,hsmith@example.net,584-608-6211x823,2024-03-04T16:46:42.666175,74,8508.5,Clothing,Bronze,False,80801 Kathy Loop Apt. 312,"East Williamstad,",AR,81481,USA
2bdfcb41-b3ed-48f1-826b-5383a301ec03,Ryan Newman,ariel18@example.org,239.474.0148,2025-04-08T16:46:42.667183,46,8317.1,Books,Silver,True,1567 Veronica Fork Suite 101,"Grayside,",NJ,07856,USA
b674410d-d218-49d6-8093-bfb024e9bcfd,Tanya Evans,ashleyatkinson@example.net,+1-856-521-8501,2023-10-23T16:46:42.667183,85,2510.12,Home & Kitchen,Silver,True,USNV Smith,FPO,AE,77444,USA
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,Michelle Miller,normanbowers@example.org,001-365-451-1047x5412,2024-11-18T16:46:42.668185,20,3909.58,Home & Kitchen,Bronze,True,996 Johnson Groves Suite 735,"Reynoldsshire,",TN,50317,USA
4d16f049-44d7-4f9a-a38b-05b72b64777c,Charles Jackson,robert71@example.com,737-899-3712x406,2024-03-23T16:46:42.668185,94,17451.34,Sports,Silver,False,01581 Shields Bridge Suite 661,"New Adriana,",TX,50404,USA
936cd31c-f7bf-4244-bdb2-a7aaa205e54f,Erika Ramirez,kdiaz@example.org,001-382-880-7374,2025-01-28T16:46:42.668185,20,3192.02,Home & Kitchen,Bronze,False,5692 Flores Square Apt. 752,"Novakport,",WA,91590,USA
eb9ed274-ec6a-47ad-81b1-5db988cc4d49,Jennifer Johnson,jacqueline89@example.net,713-852-9096,2024-02-02T16:46:42.669594,28,1341.73,Books,Gold,True,434 Jennifer Turnpike,"Jonesfort,",OR,53035,USA
0649bcf6-ff69-423d-984f-c85b2697384d,Mr. Thomas Miller,michaelcooper@example.org,375.471.7751x40105,2024-11-02T16:46:42.670660,28,405.89,Home & Kitchen,Gold,False,3888 Sean Lock,"Bartonshire,",UT,66098,USA
f55dce6d-6d26-4b37-8f52-42d354bbbcf8,Robert Soto,daniellereynolds@example.org,001-393-479-6603x3419,2024-08-06T16:46:42.670660,8,1549.67,Books,Platinum,False,USNS Black,FPO,AP,21490,USA
ac7051d1-d051-467f-ac2a-c34b9e0b7b01,Elizabeth Mendez,powerslawrence@example.org,412-952-8669x2966,2024-08-24T16:46:42.670660,3,95.74,Clothing,Gold,True,1478 Harper Ridge,"Matthewsstad,",MI,60513,USA
624a2a50-d0b1-4de0-b1f3-f0c022f3f068,Kathy Simpson,cperry@example.com,(619)403-4043,2024-05-30T16:46:42.672010,13,1603.53,Sports,Gold,False,274 Jacob Ville,"Harveystad,",AL,64019,USA
dff389aa-4c36-470c-bf5e-3b8cc0582da5,Mrs. Hannah Montoya MD,rowejoel@example.net,001-259-762-9233,2025-01-20T16:46:42.672010,77,15169.37,Home & Kitchen,Silver,False,819 Joseph Plains Suite 807,"South Curtis,",MP,86179,USA
21f8072d-ddb7-470e-b390-b059207bbe21,Michael Poole,kburns@example.net,766-271-1684x577,2025-05-17T16:46:42.673016,5,723.35,Beauty,Silver,False,4494 Derek Terrace,"Sellersview,",VI,86470,USA
216e9fe5-93f3-4596-8c1c-8b0556771f36,Karina Cooper,williamsconnie@example.com,6124770632,2023-07-08T16:46:42.673016,55,1281.23,Books,Gold,True,751 Robinson Meadow,"South Joseph,",MP,37672,USA
0260a123-71ef-472a-ae13-591e84fa4c72,Greg Martinez,ebenson@example.org,861.411.5542,2023-12-16T16:46:42.674018,92,16652.82,Books,Platinum,False,54152 Randy Inlet Apt. 611,"East Thomasberg,",OR,30148,USA
23d7e6a1-19b8-44fc-a587-1d8916312fc6,Leah Cruz,iedwards@example.org,513-889-9940x438,2023-10-29T16:46:42.674018,51,7265.95,Clothing,Silver,False,89092 Bell Forest,"South Christina,",NV,28975,USA
aed54a46-8bde-405b-9d8b-abd76bbdb66f,John Archer,smithcarlos@example.com,800.368.4866,2023-06-25T16:46:42.675020,85,16036.87,Sports,Silver,False,76137 Allison Bridge,"Sarahberg,",MS,74999,USA
d8b22277-f413-4b19-bade-8d5d6fff15cc,David Middleton,chavezchelsea@example.com,+1-421-602-0275x88425,2025-05-18T16:46:42.677298,51,5819.51,Books,Gold,True,1418 Terri Drives,"Peterland,",ME,92077,USA
5e20c957-2ab8-4d33-911f-730bdbff00b0,Raymond Shannon,perezwilliam@example.org,8305756220,2023-09-05T16:46:42.678365,55,8761.18,Sports,Gold,False,56481 Joseph Ports,"South Spencerstad,",AR,65985,USA
53c9fe59-4f89-43b2-9847-dc53c605e58a,Jesus Wood,anne49@example.org,759.273.8320x603,2024-10-12T16:46:42.678365,56,5264.58,Beauty,Platinum,True,541 Wilson Spring Apt. 238,"South Caseymouth,",VI,37503,USA
34879e41-1a9c-472a-8eb9-047dba2ac3d9,Cynthia Vasquez,kaufmandouglas@example.com,303-486-5719,2023-12-08T16:46:42.679367,84,2193.34,Sports,Gold,True,USS Blake,FPO,AA,97242,USA
1be5a4c3-95af-4d0c-8528-5425c7a9f33c,Christopher Owens,wmartinez@example.org,447.341.1249x035,2024-07-05T16:46:42.680443,96,5244.0,Clothing,Silver,True,99062 Kelly Vista Suite 655,"Nelsonland,",ID,18341,USA
fb8986c8-c7ec-4e71-9493-47fc0fc98d2e,Craig Morales,aguilarjonathan@example.org,9132721510,2024-01-18T16:46:42.681451,3,56.34,Beauty,Bronze,False,8044 Anthony Lodge Suite 883,"South Curtisberg,",DE,02068,USA
a5b40983-3eeb-404a-9df2-372e9e825aae,Jason Pierce,millerpatrick@example.com,983.780.6578,2023-10-07T16:46:42.681451,53,9453.4,Clothing,Platinum,False,670 Vega Extensions Suite 324,"Seanberg,",AZ,80993,USA
47eb340d-c74e-48ff-8f89-569de550d736,William Moreno,terrigarcia@example.net,448.503.9652,2023-07-17T16:46:42.682457,51,2874.21,Sports,Bronze,True,"PSC 8564, Box 2059",APO,AE,04341,USA
7a5d7c82-86c5-447c-851a-00393803dcee,Thomas Harris,matthewthompson@example.com,7028921851,2024-11-19T16:46:42.682457,99,8987.0,Sports,Platinum,True,059 Anna Field Suite 842,"Johnsonton,",IN,79362,USA
b3b6d344-f2e3-46f0-8075-d3d5ba94aa66,Jenna Gamble,whitelucas@example.net,791.472.5135,2025-01-14T16:46:42.683459,71,4071.68,Home & Kitchen,Silver,False,5226 Banks Extensions Suite 392,"Parkerport,",DC,23793,USA
bb8aa843-702f-41e5-a2cc-c6040c53644b,Christopher Gutierrez,ybell@example.org,793.427.1040x5411,2023-10-24T16:46:42.683459,85,9427.78,Beauty,Gold,False,570 Clark Square,"West Jonathanville,",VA,00668,USA
2837f418-6f27-41b9-a3c6-dedb9b792afa,Gary Mccann,uterry@example.net,+1-944-443-1069,2023-12-19T16:46:42.684657,78,12858.4,Home & Kitchen,Platinum,True,181 Wheeler Ridges,"Bushchester,",SD,22127,USA
c8edabdd-4ef0-4f80-9d91-fe39d8014004,John Guerrero,maypaul@example.com,(452)370-4774x3490,2024-02-13T16:46:42.685673,95,16499.98,Books,Silver,False,1497 Collin Ford,"Lake Kelly,",CO,62572,USA
e684390c-923b-4820-8089-b8c508e3f771,Laura Mcgrath,davidtodd@example.org,(433)620-6163,2024-01-08T16:46:42.685673,98,15460.31,Sports,Silver,False,693 Mary Viaduct Suite 879,"South Kent,",MO,94126,USA
25f06b0a-264e-459d-aa18-e5af1cce08e9,Lauren Hanna,buckleyanna@example.org,885-464-6799x7024,2024-07-30T16:46:42.686687,56,1384.42,Clothing,Gold,False,68685 Stone Well,"Port Isabellashire,",NC,55498,USA
be64ac2a-f966-41a5-8cec-495b226716e3,Roger Adams,fjacobs@example.org,836.478.5082x148,2025-02-25T16:46:42.686687,40,7187.0,Clothing,Silver,True,65307 Prince Brooks Suite 444,"Garrisonville,",VI,30379,USA
1fb621ae-ec4e-4cbb-a2aa-378c659e0258,Dana Burns,ethompson@example.net,+1-255-424-1406,2024-10-11T16:46:42.687700,49,6950.67,Electronics,Platinum,False,33030 Williams Lake,"West Micheal,",NH,66708,USA
ce1a1669-9bbc-4cbc-809c-a8f23948fe22,Michelle Fletcher,rodney65@example.com,637-648-9691x085,2024-03-19T16:46:42.687700,42,4750.04,Electronics,Silver,False,33468 Michelle Trafficway,"South Rhondaburgh,",PA,01610,USA
e82b5b36-4269-428c-8bac-bedfff5a229e,James Johnson,matthewreeves@example.net,+1-375-984-2824,2023-09-28T16:46:42.688703,49,8914.05,Sports,Bronze,False,54544 Lopez Path Apt. 096,"Erintown,",SD,65692,USA
a267d32f-ddcb-44bc-8dbd-c5da787515b9,Terry Jones,vincentdillon@example.com,346.902.2356x97252,2024-05-23T16:46:42.688703,61,678.34,Books,Platinum,False,825 Jeffrey Fork Suite 655,"Brendamouth,",PR,15938,USA
a22c3d4f-6f07-460f-9d4e-8b5d2120bfba,Jeffrey Woods,johnsonjames@example.com,6584300335,2023-11-06T16:46:42.689708,68,10337.9,Beauty,Silver,False,0074 Kathleen Extension,"South Kristen,",WI,12040,USA
ba27bc64-396d-4ffb-ba79-9efa04e55bd5,Mrs. Alison Wagner,richardsondebra@example.org,(848)390-9010x0167,2024-01-07T16:46:42.689708,28,1732.02,Electronics,Platinum,False,10447 Hamilton Spur Apt. 575,"East Stacy,",PW,53374,USA
1d2fed2a-485f-4888-9e23-da4b9e21741f,Kathleen Lynch,marie35@example.net,(942)408-7375x30011,2024-03-30T16:46:42.689708,85,11818.14,Sports,Silver,False,230 Fisher Courts Suite 992,"Rivasville,",NY,94711,USA
fd1935cc-74ed-460e-bb2d-520ba4f34185,Deborah Williams,morganphelps@example.com,+1-356-711-0022x55794,2023-11-19T16:46:42.691208,16,3141.39,Electronics,Platinum,True,USS Cummings,FPO,AE,34041,USA
28ce231e-d827-4fc3-b145-8426fb481ded,Thomas Webb,ywhite@example.com,+1-202-577-1670x145,2024-12-31T16:46:42.691208,10,1321.22,Home & Kitchen,Silver,True,66746 Marsh Run,"North David,",VA,08187,USA
260e37cc-6287-4624-a433-1510ad21b4cc,Kristin Huerta,smithsarah@example.net,872.817.5354x0838,2024-10-14T16:46:42.691208,33,2706.98,Home & Kitchen,Gold,False,Unit 5889 Box 1637,DPO,AA,87494,USA
8c91bd13-8ea0-4346-892c-4801698f04f8,Brandon Munoz,pamela83@example.net,+1-375-350-3758x99757,2024-08-07T16:46:42.692332,97,17181.76,Home & Kitchen,Gold,True,7971 West Crest,"Mcgeetown,",CT,53380,USA
41191aa7-1b61-4453-a8c2-094db8b818cf,Chelsea Conrad,ylewis@example.org,001-951-260-9177x982,2023-11-13T16:46:42.692332,60,820.97,Electronics,Gold,True,55488 Park Cape,"South Donald,",VT,97823,USA
e1a2cfe7-810d-4c57-9264-5a59e1f85b33,William Moon,joshuastuart@example.com,522.669.8485x833,2023-07-21T16:46:42.693337,83,1912.11,Electronics,Bronze,True,697 Heather Extensions,"North Paul,",PA,79951,USA
bf74531c-ac9b-489a-aadf-d568b5caa993,Kimberly Rich,hstokes@example.org,6624003424,2023-08-21T16:46:42.693337,25,4236.34,Clothing,Silver,True,288 Page Trace,"Annashire,",OK,87946,USA
33fd862d-4057-4470-be61-27a80351b09d,Priscilla Berg,rhondabush@example.net,(398)893-3472x122,2023-10-19T16:46:42.694340,60,8231.83,Clothing,Platinum,False,80571 Julia Points Suite 384,"South Paulmouth,",OH,07552,USA
c8b648e0-12a8-40c5-9bab-7f4a8cd74c27,Kelly Krueger,hartmanerik@example.net,+1-661-553-3555,2023-09-06T16:46:42.694340,98,7848.83,Beauty,Bronze,True,422 Smith Mountain Apt. 025,"Port Sarahport,",NM,75562,USA
72173fa3-5893-4f12-ab3f-8d221d5e6aee,Martin Sellers,susanfleming@example.com,(216)648-4085x8877,2025-04-22T16:46:42.695343,39,1191.01,Books,Platinum,False,USCGC Barajas,FPO,AP,01654,USA
a127dc6b-ab9b-453d-b5f5-c65410c2c2e5,Sharon Coleman,harrismaria@example.net,001-361-520-7501x10248,2023-09-20T16:46:42.695343,91,4339.12,Sports,Silver,True,"PSC 3581, Box 1288",APO,AE,82674,USA
b864a47b-a434-47fb-8182-978288eae7d4,Nicole Richards,howardwesley@example.com,+1-849-614-7660x72832,2023-06-18T16:46:42.695343,89,13952.65,Beauty,Bronze,True,"PSC 6676, Box 6506",APO,AP,16007,USA
02dabd76-f310-4525-b517-9e725f857b21,Kristen Martinez,armstrongphillip@example.net,443-553-6822,2023-07-11T16:46:42.696346,44,4893.75,Books,Bronze,False,USNS Evans,FPO,AP,85427,USA
